task_name,agent_a,agent_b,runs_a,runs_b,success_a,success_b,success_gap,mean_tool_calls_a,mean_tool_calls_b,tool_call_gap,switch_rate_gap,repeat_rate_gap,intent_entropy_gap,process_gap_score
raman-fitting,terminus-2,terminus-3-3,194,10,0.0,0.0,0.0,15.9227,25.7,9.7773,0.141,0.095,0.1029,16.1918
torch-tensor-parallelism,codex,gemini-cli,40,20,0.1,0.05,0.05,0.475,1.35,0.875,0.5474,0.0571,0.0311,16.143
dna-assembly,claude-code,deepagent-harbor,35,4,0.0571,0.0,0.0571,29.9143,28.75,1.1643,0.3293,0.0947,0.8729,16.1288
gcode-to-text,claude-code,terminus-2,35,194,0.0286,0.0052,0.0234,18.1714,21.3093,3.1379,0.2058,0.157,0.7745,16.0804
sam-cell-seg,deepagent-harbor,terminus-2,5,193,0.0,0.0155,0.0155,41.2,45.7979,4.5979,0.3957,0.0449,0.0653,15.9394
qemu-alpine-ssh,gemini-cli,mini-swe-agent,20,75,0.0,0.0667,0.0667,5.8,16.4,10.6,0.1363,0.0408,0.18,15.9275
filter-js-from-html,gemini-cli,judy,20,5,0.0,0.0,0.0,9.4,12.6,3.2,0.119,0.3174,0.3497,15.8585
mteb-retrieve,codex,deepagent-harbor,40,5,0.125,0.2,0.075,2.575,7.8,5.225,0.2628,0.0845,0.3445,15.63
crack-7z-hash,codex,deepagent-harbor,40,5,0.8,0.8,0.0,9.525,16.2,6.675,0.2885,0.029,0.1969,15.597
video-processing,claude-code,terminus-2,35,195,0.0286,0.0154,0.0132,21.8571,17.6923,4.1648,0.4147,0.0036,0.1897,15.5708
fix-git,gemini-cli,mini-swe-agent,20,75,0.9,0.8,0.1,6.55,9.4267,2.8767,0.4179,0.0884,0.0031,15.5497
log-summary-date-ranges,openhands,terminus-2,70,195,0.6714,0.5897,0.0817,17.3,12.0154,5.2846,0.1244,0.2635,0.1122,15.5431
raman-fitting,deepagent-harbor,terminus-2,5,194,0.0,0.0,0.0,24.8,15.9227,8.8773,0.0103,0.1236,0.629,15.3698
qemu-startup,claude-code,codex,35,40,0.7143,0.775,0.0607,11.2857,2.7,8.5857,0.1785,0.0505,0.184,15.2307
pytorch-model-cli,codex,mini-swe-agent,40,75,0.475,0.3867,0.0883,3.35,11.32,7.97,0.2347,0.0328,0.0986,15.1505
headless-terminal,mini-swe-agent,terminus-2,75,195,0.76,0.7487,0.0113,9.7467,16.9487,7.202,0.1434,0.1161,0.2867,15.123
pytorch-model-cli,codex,gemini-cli,40,20,0.475,0.55,0.075,3.35,7.55,4.2,0.2404,0.1128,0.4158,15.109
protein-assembly,claude-code,openhands,35,70,0.0571,0.0429,0.0142,41.8571,52.1,10.2429,0.0213,0.035,0.6835,15.0679
multi-source-data-merger,codex,terminus-3-3,40,10,0.975,1.0,0.025,2.975,10.9,7.925,0.1046,0.0205,0.7863,14.984
reshard-c4-data,claude-code,terminus-2,35,195,0.4286,0.4462,0.0176,38.8,41.9231,3.1231,0.3782,0.053,0.2158,14.9821
password-recovery,codex,gemini-cli,40,20,0.45,0.5,0.05,14.35,10.3,4.05,0.1958,0.2267,0.0638,14.9315
modernize-scientific-stack,codex,terminus-2,40,195,0.95,0.9282,0.0218,2.35,12.6769,10.3269,0.0427,0.0991,0.2094,14.9189
filter-js-from-html,claude-code,gemini-cli,35,20,0.0,0.0,0.0,5.0286,9.4,4.3714,0.0495,0.2793,0.4633,14.9079
torch-tensor-parallelism,mini-swe-agent,terminus-2,74,195,0.0,0.0256,0.0256,10.0946,12.3641,2.2695,0.2463,0.2198,0.1783,14.8135
modernize-scientific-stack,deepagent-harbor,terminus-2,5,195,1.0,0.9282,0.0718,10.0,12.6769,2.6769,0.3443,0.0142,0.6336,14.8074
sam-cell-seg,codex,gemini-cli,40,20,0.0,0.1,0.1,1.325,4.05,2.725,0.4482,0.0015,0.1625,14.78
write-compressor,codex,mini-swe-agent,40,73,0.075,0.0137,0.0613,4.175,16.0,11.825,0.028,0.0284,0.3064,14.767
prove-plus-comm,claude-code,gemini-cli,35,20,0.9714,0.9,0.0714,7.2857,3.9,3.3857,0.171,0.1835,0.491,14.7032
constraints-scheduling,claude-code,codex,35,40,0.8286,0.9,0.0714,5.8857,2.45,3.4357,0.3201,0.1042,0.1262,14.6742
openssl-selfsigned-cert,gemini-cli,mini-swe-agent,20,75,0.55,0.4533,0.0967,5.65,7.1067,1.4567,0.2953,0.0788,0.7396,14.5072
chess-best-move,mini-swe-agent,terminus-2,75,205,0.0,0.039,0.039,19.1067,27.3073,8.2006,0.1197,0.0574,0.3673,14.4646
prove-plus-comm,mini-swe-agent,terminus-2,75,195,0.8,0.8769,0.0769,8.12,11.9949,3.8749,0.1679,0.1328,0.5784,14.2844
sqlite-db-truncate,claude-code,gemini-cli,35,20,0.4571,0.5,0.0429,13.0,3.05,9.95,0.0574,0.0855,0.1497,14.271
build-pov-ray,claude-code,terminus-3-3,32,10,0.8125,0.9,0.0875,49.6562,48.8,0.8562,0.369,0.1206,0.2275,14.2337
count-dataset-tokens,codex,terminus-2,40,205,0.45,0.3805,0.0695,9.15,17.6439,8.4939,0.0189,0.0762,0.6723,14.2329
install-windows-3.11,gemini-cli,mini-swe-agent,20,75,0.05,0.0,0.05,7.95,15.5067,7.5567,0.2259,0.0197,0.1017,14.2052
modernize-scientific-stack,codex,gemini-cli,40,20,0.95,1.0,0.05,2.35,3.15,0.8,0.3807,0.1359,0.0948,14.189
prove-plus-comm,claude-code,terminus-3-3,35,10,0.9714,1.0,0.0286,7.2857,8.4,1.1143,0.5031,0.0173,0.0056,14.1523
prove-plus-comm,codex,terminus-2,40,195,0.95,0.8769,0.0731,3.525,11.9949,8.4699,0.0908,0.1114,0.0295,13.6724
modernize-scientific-stack,codex,terminus-3-3,40,10,0.95,1.0,0.05,2.35,10.4,8.05,0.0751,0.1145,0.1759,13.6695
fix-git,openhands,terminus-2,69,197,0.8841,0.8376,0.0465,33.1594,29.5431,3.6163,0.1099,0.2192,0.3544,13.6158
constraints-scheduling,codex,terminus-2,40,207,0.9,0.8647,0.0353,2.45,10.5942,8.1442,0.0267,0.0608,0.6213,13.4382
raman-fitting,claude-code,terminus-2,35,194,0.0571,0.0,0.0571,20.0571,15.9227,4.1344,0.2993,0.0311,0.2062,13.4254
largest-eigenval,deepagent-harbor,terminus-3-3,5,10,0.8,0.9,0.1,18.6,21.0,2.4,0.1375,0.1237,0.8775,13.3175
cancel-async-tasks,mini-swe-agent,terminus-2,75,206,0.4,0.3835,0.0165,8.2,9.2379,1.0379,0.2456,0.1641,0.3998,13.2794
caffe-cifar-10,openhands,terminus-2,70,203,0.0,0.0,0.0,46.6571,47.3251,0.668,0.1752,0.3254,0.013,13.248
sqlite-with-gcov,gemini-cli,mini-swe-agent,20,75,0.4,0.4533,0.0533,2.9,8.2133,5.3133,0.0881,0.1572,0.3521,13.2063
dna-assembly,claude-code,terminus-2,35,205,0.0571,0.0341,0.023,29.9143,26.5415,3.3728,0.3547,0.0199,0.0758,13.1168
adaptive-rejection-sampler,codex,mini-swe-agent,37,75,0.3514,0.2533,0.0981,1.8378,13.12,11.2822,0.0208,0.0324,0.086,13.0422
train-fasttext,codex,gemini-cli,40,20,0.0,0.0,0.0,7.225,2.75,4.475,0.1392,0.0652,0.6803,12.9865
git-leak-recovery,claude-code,deepagent-harbor,35,5,0.9714,1.0,0.0286,14.9714,5.2,9.7714,0.0194,0.0649,0.1893,12.8254
install-windows-3.11,codex,mini-swe-agent,40,75,0.0,0.0,0.0,8.875,15.5067,6.6317,0.1598,0.0029,0.4249,12.8237
torch-tensor-parallelism,deepagent-harbor,terminus-2,5,195,0.0,0.0256,0.0256,13.4,12.3641,1.0359,0.2903,0.0846,0.4535,12.6759
constraints-scheduling,mini-swe-agent,terminus-2,75,207,0.84,0.8647,0.0247,7.28,10.5942,3.3142,0.1693,0.1167,0.4401,12.6647
overfull-hbox,claude-code,gemini-cli,35,20,0.3714,0.3,0.0714,41.6571,36.05,5.6071,0.041,0.2008,0.199,12.6471
sam-cell-seg,terminus-2,terminus-3-3,193,10,0.0155,0.0,0.0155,45.7979,42.1,3.6979,0.0273,0.2666,0.315,12.6204
filter-js-from-html,terminus-2,terminus-3-3,195,10,0.0,0.0,0.0,18.3026,27.5,9.1974,0.0212,0.0827,0.1651,12.6204
fix-git,claude-code,mini-swe-agent,35,75,0.8,0.8,0.0,7.8286,9.4267,1.5981,0.3489,0.0099,0.3927,12.5316
torch-tensor-parallelism,claude-code,codex,35,40,0.0286,0.1,0.0714,3.2,0.475,2.725,0.1717,0.0815,0.6901,12.5055
crack-7z-hash,claude-code,deepagent-harbor,35,5,0.8857,0.8,0.0857,24.0857,16.2,7.8857,0.0881,0.0538,0.2106,12.4862
modernize-scientific-stack,claude-code,gemini-cli,35,20,1.0,1.0,0.0,8.5429,3.15,5.3929,0.2213,0.0608,0.0023,12.4569
mteb-leaderboard,openhands,terminus-2,70,194,0.0143,0.0155,0.0012,51.0,53.5979,2.5979,0.0664,0.2613,0.316,12.3704
raman-fitting,codex,terminus-2,40,194,0.0,0.0,0.0,10.175,15.9227,5.7477,0.0844,0.1097,0.3418,12.3092
vulnerable-secret,claude-code,codex,35,40,1.0,0.9,0.1,16.4286,11.9,4.5286,0.1999,0.031,0.3868,12.2351
fix-git,codex,mini-swe-agent,40,75,0.85,0.8,0.05,3.5,9.4267,5.9267,0.2036,0.023,0.1098,12.1407
constraints-scheduling,codex,mini-swe-agent,40,75,0.9,0.84,0.06,2.45,7.28,4.83,0.196,0.0559,0.1812,12.0335
modernize-scientific-stack,deepagent-harbor,terminus-3-3,5,10,1.0,1.0,0.0,10.0,10.4,0.4,0.3119,0.0296,0.6001,11.938
mteb-leaderboard,openhands,terminus-3-3,70,10,0.0143,0.1,0.0857,51.0,46.4,4.6,0.1715,0.0441,0.388,11.93
overfull-hbox,codex,mini-swe-agent,40,75,0.2,0.2267,0.0267,11.875,20.6267,8.7517,0.011,0.0331,0.404,11.8742
prove-plus-comm,deepagent-harbor,gemini-cli,5,20,1.0,0.9,0.1,10.4,3.9,6.5,0.1689,0.0261,0.0892,11.821
constraints-scheduling,deepagent-harbor,gemini-cli,5,20,1.0,0.9,0.1,7.4,4.3,3.1,0.0251,0.3189,0.0059,11.7295
raman-fitting,claude-code,terminus-3-3,35,10,0.0571,0.0,0.0571,20.0571,25.7,5.6429,0.1583,0.0639,0.1033,11.7144
circuit-fibsqrt,deepagent-harbor,terminus-3-3,5,10,1.0,1.0,0.0,19.0,22.1,3.1,0.0925,0.1868,0.3228,11.6965
extract-elf,deepagent-harbor,terminus-3-3,5,10,0.8,0.8,0.0,16.0,14.2,1.8,0.2066,0.1003,0.4217,11.581
headless-terminal,claude-code,gemini-cli,35,20,0.8,0.75,0.05,11.7429,5.5,6.2429,0.0261,0.046,0.7,11.5454
torch-pipeline-parallelism,codex,mini-swe-agent,40,74,0.0,0.0,0.0,0.75,8.1486,7.3986,0.0536,0.0167,0.475,11.5311
hf-model-inference,mini-swe-agent,terminus-2,75,195,0.52,0.6051,0.0851,16.8533,19.6974,2.8441,0.1067,0.1076,0.6243,11.3231
dna-insert,codex,mini-swe-agent,40,75,0.0,0.0133,0.0133,8.8,18.3067,9.5067,0.0456,0.0015,0.1218,11.2932
modernize-scientific-stack,claude-code,deepagent-harbor,35,5,1.0,1.0,0.0,8.5429,10.0,1.4571,0.215,0.1118,0.3317,11.2856
constraints-scheduling,gemini-cli,judy,20,5,0.9,1.0,0.1,4.3,5.8,1.5,0.0851,0.2654,0.1889,11.207
cancel-async-tasks,deepagent-harbor,gemini-cli,5,18,0.2,0.2222,0.0222,3.8,0.6667,3.1333,0.0222,0.0139,1.4306,11.1888
tune-mjcf,mini-swe-agent,terminus-2,75,195,0.2533,0.3231,0.0698,34.5467,38.9179,4.3712,0.0237,0.1496,0.4874,11.1407
vulnerable-secret,codex,deepagent-harbor,40,5,0.9,1.0,0.1,11.9,12.6,0.7,0.3132,0.0075,0.4306,10.8705
install-windows-3.11,deepagent-harbor,openhands,5,70,0.0,0.0,0.0,82.6,83.0571,0.4571,0.1224,0.2049,0.3886,10.5826
prove-plus-comm,codex,terminus-3-3,40,10,0.95,1.0,0.05,3.525,8.4,4.875,0.1725,0.0502,0.0268,10.5765
fix-git,codex,gemini-cli,40,20,0.85,0.9,0.05,3.5,6.55,3.05,0.2143,0.0654,0.1067,10.576
sqlite-db-truncate,deepagent-harbor,terminus-3-3,5,10,1.0,1.0,0.0,9.6,11.8,2.2,0.0668,0.1311,0.6811,10.553
headless-terminal,codex,mini-swe-agent,40,75,0.825,0.76,0.065,1.975,9.7467,7.7717,0.0556,0.0245,0.147,10.5092
prove-plus-comm,deepagent-harbor,judy,5,5,1.0,1.0,0.0,10.4,13.8,3.4,0.0614,0.2146,0.0245,10.4225
reshard-c4-data,deepagent-harbor,terminus-3-3,5,10,1.0,1.0,0.0,26.8,26.3,0.5,0.2981,0.0151,0.4121,10.3905
train-fasttext,openhands,terminus-2,69,195,0.0,0.0462,0.0462,78.1014,77.2513,0.8501,0.1827,0.0777,0.5742,10.2311
fix-git,claude-code,codex,35,40,0.8,0.85,0.05,7.8286,3.5,4.3286,0.1453,0.0329,0.2829,10.1981
modernize-scientific-stack,deepagent-harbor,gemini-cli,5,20,1.0,1.0,0.0,10.0,3.15,6.85,0.0063,0.051,0.3294,9.9295
make-doom-for-mips,terminus-2,terminus-3-3,195,10,0.0,0.0,0.0,68.8872,77.0,8.1128,0.011,0.0081,0.2592,9.8863
mcmc-sampling-stan,codex,gemini-cli,40,20,0.45,0.5,0.05,6.1,6.15,0.05,0.226,0.1365,0.1135,9.68
gpt2-codegolf,codex,gemini-cli,40,20,0.0,0.0,0.0,0.875,1.95,1.075,0.1676,0.1328,0.1877,9.5235
raman-fitting,mini-swe-agent,terminus-2,75,194,0.0,0.0,0.0,12.56,15.9227,3.3627,0.1077,0.0569,0.3972,9.4637
dna-assembly,deepagent-harbor,terminus-2,4,205,0.0,0.0341,0.0341,28.75,26.5415,2.2085,0.0254,0.0748,0.9487,9.457
sqlite-with-gcov,claude-code,deepagent-harbor,35,5,0.8,0.8,0.0,16.3714,20.6,4.2286,0.0399,0.0784,0.4523,9.4476
caffe-cifar-10,terminus-2,terminus-3-3,203,10,0.0,0.0,0.0,47.3251,41.0,6.3251,0.0062,0.0526,0.2822,9.2061
prove-plus-comm,claude-code,deepagent-harbor,35,5,0.9714,1.0,0.0286,7.2857,10.4,3.1143,0.0021,0.1574,0.4018,9.1108
log-summary-date-ranges,claude-code,deepagent-harbor,35,5,1.0,1.0,0.0,5.8286,6.8,0.9714,0.0699,0.0611,0.9137,8.8149
feal-differential-cryptanalysis,deepagent-harbor,terminus-3-3,5,10,1.0,1.0,0.0,15.8,15.9,0.1,0.0641,0.1939,0.4021,8.5605
count-dataset-tokens,claude-code,gemini-cli,35,20,0.4286,0.4,0.0286,11.7714,8.4,3.3714,0.0456,0.1114,0.201,8.3014
constraints-scheduling,claude-code,gemini-cli,35,20,0.8286,0.9,0.0714,5.8857,4.3,1.5857,0.069,0.1579,0.1979,8.2477
code-from-image,claude-code,gemini-cli,35,20,0.8571,0.85,0.0071,5.1429,1.8,3.3429,0.042,0.146,0.0099,8.0924
git-leak-recovery,deepagent-harbor,gemini-cli,5,20,1.0,0.95,0.05,5.2,5.9,0.7,0.1299,0.1057,0.2891,8.0355
raman-fitting,deepagent-harbor,terminus-3-3,5,10,0.0,0.0,0.0,24.8,25.7,0.9,0.1513,0.0286,0.5261,8.028
video-processing,deepagent-harbor,gemini-cli,5,20,0.0,0.1,0.1,5.2,4.6,0.6,0.0956,0.1328,0.337,7.995
vulnerable-secret,claude-code,deepagent-harbor,35,5,1.0,1.0,0.0,16.4286,12.6,3.8286,0.1133,0.0385,0.0438,7.8426
polyglot-c-py,codex,gemini-cli,40,20,0.15,0.2,0.05,0.95,4.05,3.1,0.013,0.0061,0.8118,7.6365
torch-pipeline-parallelism,claude-code,deepagent-harbor,35,5,0.0857,0.0,0.0857,9.5714,8.8,0.7714,0.1265,0.0823,0.3005,7.4939
fix-git,claude-code,gemini-cli,35,20,0.8,0.9,0.1,7.8286,6.55,1.2786,0.069,0.0983,0.3896,7.4091
torch-pipeline-parallelism,codex,gemini-cli,40,20,0.0,0.0,0.0,0.75,0.4,0.35,0.0536,0.0125,1.0753,7.379
query-optimize,codex,mini-swe-agent,40,75,0.15,0.2133,0.0633,2.15,7.16,5.01,0.0062,0.063,0.1128,7.304
mteb-retrieve,claude-code,gemini-cli,35,20,0.0,0.1,0.1,5.2,2.8,2.4,0.0698,0.0835,0.1368,6.9165
code-from-image,codex,deepagent-harbor,40,5,0.975,1.0,0.025,1.375,5.0,3.625,0.0625,0.0379,0.1035,6.6525
dna-assembly,codex,mini-swe-agent,40,74,0.0,0.0,0.0,18.15,14.1622,3.9878,0.001,0.0755,0.0697,6.2488
caffe-cifar-10,codex,deepagent-harbor,36,5,0.0278,0.0,0.0278,3.4167,3.4,0.0167,0.0796,0.0747,0.3865,5.8067
install-windows-3.11,codex,gemini-cli,40,20,0.0,0.05,0.05,8.875,7.95,0.925,0.0661,0.0168,0.5266,5.6305
model-extraction-relu-logits,terminus-2,terminus-3-3,194,10,0.1082,0.2,0.0918,16.9536,20.6,3.6464,0.0444,0.0253,0.0205,5.4914
git-leak-recovery,codex,gemini-cli,40,20,0.85,0.95,0.1,6.0,5.9,0.1,0.1325,0.0342,0.0696,4.6155
raman-fitting,codex,mini-swe-agent,40,75,0.0,0.0,0.0,10.175,12.56,2.385,0.0233,0.0528,0.0554,4.5645
modernize-scientific-stack,terminus-2,terminus-3-3,195,10,0.9282,1.0,0.0718,12.6769,10.4,2.2769,0.0324,0.0154,0.0335,3.6394
chess-best-move,claude-code,gemini-cli,32,20,0.0,0.0,0.0,2.0938,0.7,1.3938,0.0627,0.0117,0.0411,3.4593
extract-moves-from-video,codex,gemini-cli,40,20,0.0,0.0,0.0,5.375,4.25,1.125,0.0555,0.0126,0.0363,3.009
regex-log,codex,gemini-cli,40,20,0.75,0.8,0.05,0.4,0.45,0.05,0.0,0.0,0.0656,0.378
